rank,personName,age,country,source,industries,title,finalWorth,gender,birthDate
871,Ugur Sahin,58,Germany,Biotechnology,['Healthcare'],,3700.0,M,-135216000000
871,Christiane Schoeller,,,Publishing,['Media & Entertainment'],,3700.0,F,
871,Tsai Ming-kai,73,Taiwan,Semiconductors,['Technology'],,3700.0,M,-622944000000
871,Vincent Viola,68,United States,Electronic trading,['Finance & Investments'],,3700.0,M,-438220800000
871,Zhu Yan & family,53,China,Real estate,['Real Estate'],,3700.0,F,31536000000
896,Maurizio Billi,66,Brazil,Generic drugs,['Healthcare'],,3600.0,M,-382147200000
896,Cho Tak Wong,77,China,Auto parts,['Manufacturing'],,3600.0,M,-745804800000
896,Sandeep Engineer,62,India,Plastic pipes,['Manufacturing'],,3600.0,M,-272764800000
896,John Gandel,89,Australia,Shopping malls,['Real Estate'],,3600.0,M,-1116720000000
896,Travis Kalanick,47,United States,Uber,['Technology'],Cofounder,3600.0,M,208137600000
896,Vladimir Kim,63,Kazakhstan,Mining,['Metals & Mining'],,3600.0,M,-289526400000
896,Steven Klinsky,67,United States,Investments,['Finance & Investments'],Founder & CEO,3600.0,M,-428889600000
896,Josh Kushner,38,United States,Venture capital,['Finance & Investments'],Managing Partner,3600.0,M,487382400000
896,Samuel Tak Lee,84,Hong Kong,Real estate,['Real Estate'],,3600.0,M,-969840000000
896,Lee Seo-hyun,50,South Korea,Samsung,['Technology'],,3600.0,F,117331200000
896,Edwin Leong,72,Hong Kong,Real estate,['Real Estate'],,3600.0,M,-570499200000
896,Forrest Li,46,Singapore,"Online gaming, e-commerce",['Media & Entertainment'],,3600.0,M,252460800000
896,Satyanarayan Nuwal,71,India,Industrial explosives,['Manufacturing'],,3600.0,M,-550281600000
896,Daniel Och,63,United States,Hedge funds,['Finance & Investments'],Founder,3600.0,M,-281750400000
896,Fatih Ozmen,66,United States,Aerospace,['Manufacturing'],,3600.0,M,-375926400000
896,Bob Parsons,73,United States,Web hosting,['Technology'],,3600.0,M,-602640000000
896,Matthias Reinhart,64,Switzerland,Financial services,['Finance & Investments'],,3600.0,M,-315619200000
896,Ira Rennert,89,United States,Investments,['Finance & Investments'],,3600.0,M,-1123113600000
896,Rodger Riney & family,78,United States,Discount brokerage,['Finance & Investments'],Cofounder,3600.0,M,-757382400000
896,Jayshree Ullal,63,United States,Computer networking,['Technology'],CEO,3600.0,F,-276652800000
896,Wim van der Leegte & family,76,Netherlands,Manufacturing,['Manufacturing'],,3600.0,M,-705628800000
896,Anna Katharina Viessmann,,Germany,Heating and cooling equipment,['Manufacturing'],,3600.0,F,
896,Jon Yarbrough,66,United States,Video games,['Gambling & Casinos'],,3600.0,M,-399081600000
896,Zhang Hejun,72,China,Electronics,['Manufacturing'],,3600.0,M,-568080000000
920,Jose Joao Abdalla Filho,78,Brazil,Investments,['Finance & Investments'],,3500.0,M,-776044800000
920,Ramon Ang,70,Philippines,Diversified,['Food & Beverage'],,3500.0,M,-503798400000
920,Andrej Babis,69,Czech Republic,Agriculture,['Food & Beverage'],,3500.0,M,-483840000000
920,Markus Blocher,53,Switzerland,Chemicals,['Manufacturing'],,3500.0,M,31536000000
920,Norman Braman,91,United States,"Art, car dealerships",['Automotive'],,3500.0,M,-1179014400000
920,Cao Longxiang & family,66,China,Pharmaceuticals,['Healthcare'],,3500.0,M,-388886400000
920,Jack Cowin,81,Australia,Fast food,['Food & Beverage'],,3500.0,M,-866937600000
920,Antonio Del Valle Ruiz & family,85,Mexico,Chemicals,['Manufacturing'],,3500.0,M,-990489600000
920,Gurbachan Singh Dhingra,73,India,Paints,['Manufacturing'],,3500.0,M,-622684800000
920,Kuldip Singh Dhingra,76,India,Paints,['Manufacturing'],,3500.0,M,-704764800000
920,David Filo,57,United States,Yahoo,['Technology'],Chief Yahoo,3500.0,M,-117244800000
920,Senapathy Gopalakrishnan,68,India,Software services,['Technology'],,3500.0,M,-465264000000
920,Susan Carol Holland,67,Italy,Hearing aids,['Manufacturing'],,3500.0,F,-429148800000
920,"Amos Hostetter, Jr.",87,United States,Cable television,['Media & Entertainment'],Chair,3500.0,M,-1040428800000
920,Saban Cemil Kazanci,63,Turkey,Energy,['Energy'],,3500.0,M,-280281600000
920,Kwon Hyuk-bin,50,South Korea,Online games,['Media & Entertainment'],,3500.0,M,126230400000
920,Richard LeFrak & family,78,United States,Real estate,['Real Estate'],,3500.0,M,-768182400000
920,Lin Chen-hai,77,Taiwan,Real estate,['Real Estate'],,3500.0,M,-720748800000
920,Madhukar Parekh,77,India,Adhesives,['Manufacturing'],,3500.0,M,-725846400000
920,John Paulson,68,United States,Hedge funds,['Finance & Investments'],Founder,3500.0,M,-443404800000
920,J.B. Pritzker,59,United States,"Hotels, investments",['Finance & Investments'],,3500.0,M,-156211200000
920,Leonard Schleifer,71,United States,Pharmaceuticals,['Healthcare'],CEO and Founder,3500.0,M,-551836800000
920,Mikhail Shelkov,55,Russia,Titanium,['Metals & Mining'],,3500.0,M,-50198400000
920,Shen Neil,56,Hong Kong,Venture capital,['Finance & Investments'],Investor,3500.0,M,-64540800000
920,Carl Thoma,75,United States,Private equity,['Finance & Investments'],Investor,3500.0,M,-669686400000
920,Shamsheer Vayalil,47,United Arab Emirates,Healthcare,['Healthcare'],,3500.0,M,221788800000
920,Paul-Heinz Wesjohann & family,80,Germany,Chicken processing,['Food & Beverage'],,3500.0,M,-839635200000
920,Hans Peter Wild,82,Switzerland,Flavorings,['Food & Beverage'],,3500.0,M,-900806400000
920,Zeng Fangqin,58,China,Smartphone components,['Technology'],,3500.0,F,-126835200000
949,Mohed Altrad,76,France,"Scaffolding, cement mixers",['Construction & Engineering'],,3400.0,M,-688435200000
949,Giuliana Benetton,86,Italy,"Fashion retail, investments",['Fashion & Retail'],,3400.0,F,-1025136000000
949,Luciano Benetton,88,Italy,"Fashion retail, investments",['Fashion & Retail'],,3400.0,M,-1093132800000
949,Arun Bharat Ram,83,India,Chemicals,['Manufacturing'],,3400.0,M,-919209600000
949,Neal Blue & family,88,United States,Defense,['Manufacturing'],,3400.0,M,-1096502400000
949,John Caudwell,71,United Kingdom,Mobile phones,['Telecom'],,3400.0,M,-544406400000
949,Morris Chang,92,Taiwan,Semiconductors,['Technology'],,3400.0,M,-1214352000000
949,Ryan Cohen,38,United States,Investments,['Finance & Investments'],,3400.0,M,491961600000
949,Marcel Erni,59,Switzerland,Private equity,['Finance & Investments'],,3400.0,M,-157766400000
949,Fang Wei,50,China,Steel,['Manufacturing'],,3400.0,M,115948800000
949,Michael Federmann & family,80,Israel,"Defense, hotels",['Technology'],,3400.0,M,-830390400000
949,Walter Frey,80,Switzerland,Car dealerships,['Automotive'],,3400.0,M,-833932800000
949,Alfred Gantner,56,Switzerland,Private equity,['Finance & Investments'],,3400.0,M,-55296000000
949,Sanjiv Goenka,63,India,Diversified,['Diversified'],,3400.0,M,-281577600000
949,Laurence Graff & family,85,Switzerland,Diamond jewelry,['Fashion & Retail'],,3400.0,M,-995760000000
949,Fernand Huts,73,United Kingdom,"Logistics, transportation",['Logistics'],,3400.0,M,-616636800000
949,Kwek Leng Beng,83,Singapore,Diversified,['Diversified'],,3400.0,M,-915148800000
949,Michael Latifi,61,Canada,Meat processing,['Food & Beverage'],,3400.0,M,-227059200000
949,Frank Laukien,64,United States,Scientific equipment,['Manufacturing'],,3400.0,M,-312681600000
949,Arnon Milchan,79,Israel,Movie making,['Media & Entertainment'],,3400.0,M,-791164800000
949,David Murdock,100,United States,"Dole, real estate",['Food & Beverage'],,3400.0,M,-1474675200000
949,Jonathan Nelson,67,United States,Private equity,['Finance & Investments'],Executive Chairman ,3400.0,M,-429926400000
949,Yuji Otsuka,70,Japan,"Copy machines, software",['Technology'],,3400.0,M,-501206400000
949,Karsanbhai Patel,80,India,Consumer goods,['Diversified'],,3400.0,M,-820022400000
949,Horst Paulmann & family,89,Chile,Retail,['Fashion & Retail'],,3400.0,M,-1104537600000
949,Giorgio Perfetti,57,Switzerland,Candy,['Food & Beverage'],,3400.0,M,-88387200000
949,Matthew Prince,49,United States,Cybersecurity,['Technology'],,3400.0,M,157766400000
949,Stewart Rahr,78,United States,Drug distribution,['Healthcare'],,3400.0,M,-753235200000
949,Rodney Sacks & family,74,United States,Energy drinks,['Food & Beverage'],CEO,3400.0,M,-631843200000
949,Karin Sartorius-Herbst,,Germany,Biopharmaceuticals,['Healthcare'],,3400.0,F,
949,"Karl Scheufele, III. & family",85,Switzerland,Jewelry,['Fashion & Retail'],,3400.0,M,-978307200000
949,Hilton Schlosberg & family,71,United States,Energy drinks,['Food & Beverage'],,3400.0,M,-536457600000
949,Martua Sitorus,64,Singapore,Palm oil,['Manufacturing'],,3400.0,M,-311472000000
949,Tung Chee Chen,81,Hong Kong,Shipping,['Logistics'],,3400.0,M,-853545600000
949,Alexandre Van Damme,61,Switzerland,ABInBev,['Food & Beverage'],,3400.0,M,-234057600000
949,Radha Vembu,51,India,Business software,['Technology'],,3400.0,F,94003200000
949,Rufino Vigil Gonzalez,75,Mexico,Steel,['Metals & Mining'],,3400.0,M,-681177600000
949,Urs Wietlisbach,62,Switzerland,Private equity,['Finance & Investments'],,3400.0,M,-263606400000
949,Steve Wynn,82,United States,"Casinos, hotels",['Gambling & Casinos'],Cofounder,3400.0,M,-881366400000
949,Yang Shaopeng,66,China,Shipping,['Logistics'],,3400.0,M,-378691200000
949,Barry Zekelman,57,Canada,Steel,['Manufacturing'],,3400.0,M,-94521600000
949,Zhou Bajin,88,China,Auto parts,['Manufacturing'],,3400.0,M,-1094169600000
991,Anu Aga,81,India,Engineering,['Construction & Engineering'],,3300.0,F,-865296000000
991,Abdulla Al Futtaim & family,84,United Arab Emirates,"Auto dealers, investments",['Automotive'],,3300.0,M,-946771200000
991,John Arnold,50,United States,Hedge funds,['Finance & Investments'],Founder,3300.0,M,132019200000
991,Joesley Batista,52,Brazil,Beef processing,['Food & Beverage'],,3300.0,M,66096000000
991,Wesley Batista,51,Brazil,Beef packing,['Food & Beverage'],,3300.0,M,92620800000
991,Seth Boro,48,United States,Private equity,['Finance & Investments'],,3300.0,M,180144000000
991,Otto Philipp Braun,46,Germany,Medical technology,['Healthcare'],,3300.0,M,252460800000
991,J. Hyatt Brown,86,United States,Insurance,['Finance & Investments'],,3300.0,M,-1024790400000
991,Nikolai Buinov,56,Russia,"Oil, gas",['Energy'],,3300.0,M,-78364800000
991,Fernando Chico Pardo,72,Mexico,Airport management,['Service'],,3300.0,M,-564192000000
991,Jean Coutu & family,96,Canada,Drugstores,['Fashion & Retail'],Chairman,3300.0,M,-1344211200000
991,Scott Crabill,54,United States,Private equity,['Finance & Investments'],,3300.0,M,3196800000
991,Catheline Perier D'Ieteren,79,,"Auto parts, distribution",['Automotive'],,3300.0,F,-804470400000
991,"Edward DeBartolo, Jr.",77,United States,Shopping centers,['Real Estate'],,3300.0,M,-730684800000
991,Maria Del Pino,68,Spain,Construction,['Construction & Engineering'],,3300.0,F,-435110400000
991,Walter P.J. Droege,71,Germany,Investing,['Finance & Investments'],,3300.0,M,-539654400000
991,N. Murray Edwards,64,Switzerland,Oil & gas,['Energy'],,3300.0,M,-317520000000
991,Gerald Frere,72,Belgium,"Steel, investments",['Manufacturing'],,3300.0,M,-587865600000
991,Sergei Galitsky,56,Russia,Retail,['Fashion & Retail'],,3300.0,M,-75254400000
991,Serge Godin,74,Canada,Information technology,['Technology'],Chairman and CEO,3300.0,M,-635040000000
991,Harsh Goenka,66,India,Diversified,['Diversified'],,3300.0,M,-380592000000
991,Lutz Mario Helmig & family,77,Germany,Hospitals,['Healthcare'],,3300.0,M,-736646400000
991,Stewart Horejsi & family,86,United States,Berkshire Hathaway,['Finance & Investments'],,3300.0,M,-1018828800000
991,Robert Johnson & family,76,United States,"Johnson & Johnson, New York Jets",['Sports'],,3300.0,M,-717120000000
991,Jane Lauder,51,United States,Estée Lauder,['Fashion & Retail'],,3300.0,F,94694400000
991,Kevin David Lehmann,21,,Drugstores,['Fashion & Retail'],,3300.0,M,1030838400000
991,Daniel Loeb,62,United States,Hedge funds,['Finance & Investments'],Founder,3300.0,M,-253670400000
991,Mohamed Mansour,76,United Kingdom,Diversified,['Diversified'],,3300.0,M,-692409600000
991,Aristotelis Mistakidis,62,Switzerland,"Mining, commodities",['Metals & Mining'],,3300.0,M,-256003200000
991,Ravi Pillai,70,United Arab Emirates,Construction,['Construction & Engineering'],,3300.0,M,-515376000000
991,Michael Polsky,75,United States,Electric power,['Energy'],,3300.0,M,-662688000000
991,Dmitry Pumpyansky,60,Russia,Steel pipes,['Metals & Mining'],,3300.0,M,-182390400000
991,Isabella Seràgnoli,78,Italy,Packaging,['Manufacturing'],,3300.0,F,-758160000000
991,Holden Spaht,49,United States,Private equity,['Finance & Investments'],,3300.0,M,142041600000
991,Rita Tong Liu,75,Hong Kong,Real estate,['Real Estate'],,3300.0,F,-678758400000
991,August Troendle,68,United States,Pharmaceutical services,['Healthcare'],,3300.0,M,-441849600000
991,Timur Turlov,36,Kazakhstan,Stock brokerage,['Finance & Investments'],,3300.0,M,563760000000
991,Frank VanderSloot,75,United States,"Nutrition, wellness products",['Fashion & Retail'],,3300.0,M,-674784000000
991,Sunny Varkey,66,United Arab Emirates,Education,['Service'],,3300.0,M,-401760000000
991,Walter Wang,59,United States,Manufacturing,['Manufacturing'],,3300.0,M,-157766400000
991,Wu Xiangdong,55,China,Liquor,['Food & Beverage'],,3300.0,M,-31536000000
991,Zhao Yan,57,China,Biotech,['Diversified'],,3300.0,F,-94694400000
1033,Bill Austin,82,United States,Hearing aids,['Manufacturing'],,3200.0,M,-878860800000
1033,Karen Virginia Beckmann Legoretta,54,Mexico,Tequila,['Food & Beverage'],,3200.0,F,
1033,Nicolas Berggruen,62,United States,"Real estate, investments",['Real Estate'],,3200.0,M,-264902400000
1033,George Bishop,86,United States,Oil & gas,['Energy'],,3200.0,M,-1017360000000
1033,Cai Haoyu,36,China,Mobile games,['Technology'],,3200.0,M,546825600000
1033,Todd Christopher,61,United States,Hair care products,['Fashion & Retail'],,3200.0,M,-228268800000
1033,Stephen Deckoff,58,United States,Private equity,['Finance & Investments'],,3200.0,M,-131241600000
1033,Otto Happel,76,Switzerland,Engineering,['Construction & Engineering'],,3200.0,M,-690940800000
1033,Hortensia Herrero,73,Spain,Supermarkets,['Fashion & Retail'],,3200.0,F,-619142400000
1033,J. Tomilson Hill,75,United States,Investments,['Finance & Investments'],,3200.0,M,-681868800000
1033,Michael Jordan,61,United States,"Charlotte Hornets, endorsements",['Sports'],Athlete,3200.0,M,-216864000000
1033,T.S. Kalyanaraman,76,India,Jewelry,['Fashion & Retail'],,3200.0,M,-713577600000
1033,Bom Kim,45,South Korea,Online retailing,['Technology'],,3200.0,M,276048000000
1033,Alicia Koplowitz,70,Spain,"Construction, investments",['Finance & Investments'],,3200.0,F,-514512000000
1033,Yuri Kovalchuk & family,72,Russia,"Banking, insurance, media",['Finance & Investments'],,3200.0,M,-581904000000
1033,George Kurtz,53,United States,Security software,['Technology'],,3200.0,M,23587200000
1033,Chris Larsen,63,United States,Cryptocurrency,['Finance & Investments'],,3200.0,M,-301276800000
1033,Pablo Legorreta,60,United States,Investments,['Finance & Investments'],,3200.0,M,-194832000000
1033,Daniel Mate,60,Switzerland,"Mining, commodities",['Metals & Mining'],,3200.0,M,-207792000000
1033,"Drayton McLane, Jr.",87,United States,"Walmart, logistics",['Fashion & Retail'],,3200.0,M,-1055462400000
1033,Arvind Poddar,66,India,Tires,['Automotive'],,3200.0,M,-383443200000
1033,Theodore Rachmat,80,Indonesia,Diversified,['Diversified'],,3200.0,M,-822009600000
1033,Robert Sands,65,United States,Liquor,['Food & Beverage'],,3200.0,M,-364867200000
1033,Warren Stephens,67,United States,Investment banking,['Finance & Investments'],,3200.0,M,-406080000000
1033,Sergei Studennikov & family,57,Russia,"Liquor stores, supermarkets",['Fashion & Retail'],,3200.0,M,-87609600000
1033,Leena Tewari,66,India,Pharmaceuticals,['Healthcare'],,3200.0,F,-389059200000
1033,Todd Wanek,60,United States,Furniture,['Manufacturing'],,3200.0,M,-182908800000
1033,"William Wrigley, Jr.",60,United States,Chewing gum,['Food & Beverage'],Chairman and CEO,3200.0,M,-194659200000
1033,Yang Huiyan & family,42,China,Real estate,['Real Estate'],,3200.0,F,370396800000
1062,Brian Acton,52,United States,WhatsApp,['Technology'],Cofounder,3100.0,M,67132800000
1062,Bill Alfond,75,United States,Shoes,['Fashion & Retail'],,3100.0,M,-682560000000
1062,Susan Alfond,78,United States,Shoes,['Fashion & Retail'],,3100.0,F,-771724800000
1062,Ted Alfond,79,United States,Shoes,['Fashion & Retail'],,3100.0,M,-800582400000
1062,George Argyros & family,87,United States,"Real estate, investments",['Real Estate'],Chairman and CEO,3100.0,M,-1038441600000
1062,Aneel Bhusri,58,United States,Business software,['Technology'],CEO and Cofounder,3100.0,M,-123292800000
1062,David Blitzer,54,United States,Sports,['Sports'],,3100.0,M,-10022400000
1062,Solina Chau,62,Hong Kong,Investments,['Finance & Investments'],Cofounder,3100.0,F,-268358400000
1062,Andrew Cherng,76,United States,Fast food,['Food & Beverage'],,3100.0,M,-715392000000
1062,Peggy Cherng,76,United States,Fast food,['Food & Beverage'],,3100.0,F,-695520000000
1062,Bennett Dorrance,78,United States,Campbell Soup,['Food & Beverage'],,3100.0,M,-754012800000
1062,Martin Ebner,78,Switzerland,Investments,['Finance & Investments'],,3100.0,M,-770601600000
1062,Fred Ehrsam,35,United States,cryptocurrency exchange,['Finance & Investments'],Cofounder,3100.0,M,579225600000
1062,"Frank Fertitta, III.",62,United States,"Casinos, mixed martial arts",['Sports'],,3100.0,M,-247795200000
1062,Segolene Gallienne,46,Belgium,"Steel, Investments",['Manufacturing'],,3100.0,F,236995200000
1062,Hu Baifan,61,China,Pharmaceuticals,['Healthcare'],,3100.0,M,-228873600000
1062,Somurai Jaruphnit,70,Thailand,Diversified,['Diversified'],,3100.0,F,-503712000000
